n,l,j,F_initial,mF_initial,F_final,mF_final,q,Wavelength (nm),TDM (a.u.)
7,1,1.5,3,2,4,1,-1,455.6556830948913,0.061865291446127395
7,1,1.5,3,2,4,2,0,455.6556830948913,-0.12373058289225479
7,1,1.5,3,2,4,3,1,455.6556830948913,0.1636801759529846
7,1,1.5,3,3,4,2,-1,455.6556830948913,0.03571794266991631
7,1,1.5,3,3,4,3,0,455.6556830948913,-0.09450079364746096
7,1,1.5,3,3,4,4,1,455.6556830948913,0.18900158729492192
7,1,1.5,3,-3,5,-4,-1,455.6556830948913,0.0
7,1,1.5,3,-3,5,-3,0,455.6556830948913,0.0
7,1,1.5,3,-3,5,-2,1,455.6556830948913,0.0
7,1,1.5,3,-2,5,-3,-1,455.6556830948913,0.0
7,1,1.5,3,-2,5,-2,0,455.6556830948913,0.0
7,1,1.5,3,-2,5,-1,1,455.6556830948913,0.0
7,1,1.5,3,-1,5,-2,-1,455.6556830948913,0.0
7,1,1.5,3,-1,5,-1,0,455.6556830948913,0.0
7,1,1.5,3,-1,5,0,1,455.6556830948913,0.0
7,1,1.5,3,0,5,-1,-1,455.6556830948913,0.0
7,1,1.5,3,0,5,0,0,455.6556830948913,0.0
7,1,1.5,3,0,5,1,1,455.6556830948913,0.0
7,1,1.5,3,1,5,0,-1,455.6556830948913,0.0
7,1,1.5,3,1,5,1,0,455.6556830948913,0.0
7,1,1.5,3,1,5,2,1,455.6556830948913,0.0
7,1,1.5,3,2,5,1,-1,455.6556830948913,0.0
7,1,1.5,3,2,5,2,0,455.6556830948913,0.0
7,1,1.5,3,2,5,3,1,455.6556830948913,0.0
7,1,1.5,3,3,5,2,-1,455.6556830948913,0.0
7,1,1.5,3,3,5,3,0,455.6556830948913,0.0
7,1,1.5,3,3,5,4,1,455.6556830948913,0.0
7,1,1.5,4,-3,2,-2,1,455.6556830948913,0.0
7,1,1.5,4,-2,2,-2,0,455.6556830948913,0.0
7,1,1.5,4,-2,2,-1,1,455.6556830948913,0.0
7,1,1.5,4,-1,2,-2,-1,455.6556830948913,0.0
7,1,1.5,4,-1,2,-1,0,455.6556830948913,0.0
7,1,1.5,4,-1,2,0,1,455.6556830948913,0.0
7,1,1.5,4,0,2,-1,-1,455.6556830948913,0.0
7,1,1.5,4,0,2,0,0,455.6556830948913,0.0
7,1,1.5,4,0,2,1,1,455.6556830948913,0.0
7,1,1.5,4,1,2,0,-1,455.6556830948913,0.0
7,1,1.5,4,1,2,1,0,455.6556830948913,0.0
7,1,1.5,4,1,2,2,1,455.6556830948913,0.0
7,1,1.5,4,2,2,1,-1,455.6556830948913,0.0
7,1,1.5,4,2,2,2,0,455.6556830948913,0.0
7,1,1.5,4,3,2,2,-1,455.6556830948913,0.0
7,1,1.5,4,-4,3,-3,1,455.6556830948913,0.12911266397995205
7,1,1.5,4,-3,3,-3,0,455.6556830948913,0.06455633198997603
7,1,1.5,4,-3,3,-2,1,455.6556830948913,0.11181484695692252
7,1,1.5,4,-2,3,-3,-1,455.6556830948913,0.0244
7,1,1.5,4,-2,3,-2,0,455.6556830948913,0.08452407940936121
7,1,1.5,4,-2,3,-1,1,455.6556830948913,0.09450079364746096
7,1,1.5,4,-1,3,-2,-1,455.6556830948913,0.04226203970468061
7,1,1.5,4,-1,3,-1,0,455.6556830948913,0.09450079364746096
7,1,1.5,4,-1,3,0,1,455.6556830948913,0.07715957490810844
7,1,1.5,4,0,3,-1,-1,455.6556830948913,0.05976754972390954
7,1,1.5,4,0,3,0,0,455.6556830948913,0.0976
7,1,1.5,4,0,3,1,1,455.6556830948913,0.05976754972390954
7,1,1.5,4,1,3,0,-1,455.6556830948913,0.07715957490810844
7,1,1.5,4,1,3,1,0,455.6556830948913,0.09450079364746096
7,1,1.5,4,1,3,2,1,455.6556830948913,0.04226203970468061
7,1,1.5,4,2,3,1,-1,455.6556830948913,0.09450079364746096
7,1,1.5,4,2,3,2,0,455.6556830948913,0.08452407940936121
7,1,1.5,4,2,3,3,1,455.6556830948913,0.0244
7,1,1.5,4,3,3,2,-1,455.6556830948913,0.11181484695692252
7,1,1.5,4,3,3,3,0,455.6556830948913,0.06455633198997603
7,1,1.5,4,4,3,3,-1,455.6556830948913,0.12911266397995205
7,1,1.5,4,-4,4,-4,0,455.6556830948913,-0.2000204789515314
7,1,1.5,4,-4,4,-3,1,455.6556830948913,0.1000102394757657
7,1,1.5,4,-3,4,-4,-1,455.6556830948913,-0.1000102394757657
7,1,1.5,4,-3,4,-3,0,455.6556830948913,-0.15001535921364856
7,1,1.5,4,-3,4,-2,1,455.6556830948913,0.13230111110644538
7,1,1.5,4,-2,4,-3,-1,455.6556830948913,-0.13230111110644538
7,1,1.5,4,-2,4,-2,0,455.6556830948913,-0.10001023947576568
7,1,1.5,4,-2,4,-1,1,455.6556830948913,0.15001535921364853
7,1,1.5,4,-1,4,-2,-1,455.6556830948913,-0.15001535921364853
7,1,1.5,4,-1,4,-1,0,455.6556830948913,-0.05000511973788284
7,1,1.5,4,-1,4,0,1,455.6556830948913,0.15813007304115181
7,1,1.5,4,0,4,-1,-1,455.6556830948913,-0.15813007304115184
7,1,1.5,4,0,4,0,0,455.6556830948913,-0.0
7,1,1.5,4,0,4,1,1,455.6556830948913,0.15813007304115181
7,1,1.5,4,1,4,0,-1,455.6556830948913,-0.15813007304115181
7,1,1.5,4,1,4,1,0,455.6556830948913,0.05000511973788284
7,1,1.5,4,1,4,2,1,455.6556830948913,0.15001535921364853
7,1,1.5,4,2,4,1,-1,455.6556830948913,-0.15001535921364853
7,1,1.5,4,2,4,2,0,455.6556830948913,0.10001023947576568
7,1,1.5,4,2,4,3,1,455.6556830948913,0.13230111110644538
7,1,1.5,4,3,4,2,-1,455.6556830948913,-0.13230111110644538
7,1,1.5,4,3,4,3,0,455.6556830948913,0.15001535921364856
7,1,1.5,4,3,4,4,1,455.6556830948913,0.1000102394757657
7,1,1.5,4,4,4,3,-1,455.6556830948913,-0.1000102394757657
7,1,1.5,4,4,4,4,0,455.6556830948913,0.2000204789515314
7,1,1.5,4,-4,5,-5,-1,455.6556830948913,0.2928
7,1,1.5,4,-4,5,-4,0,455.6556830948913,-0.1309441407623877
7,1,1.5,4,-4,5,-3,1,455.6556830948913,0.043648046920795894
7,1,1.5,4,-3,5,-4,-1,455.6556830948913,0.2618882815247754
7,1,1.5,4,-3,5,-3,0,455.6556830948913,-0.17459218768318358
7,1,1.5,4,-3,5,-2,1,455.6556830948913,0.07560063491796877
7,1,1.5,4,-2,5,-3,-1,455.6556830948913,0.230963754732209
7,1,1.5,4,-2,5,-2,0,455.6556830948913,-0.20002047895153138
7,1,1.5,4,-2,5,-1,1,455.6556830948913,0.10691544322500844
7,1,1.5,4,-1,5,-2,-1,455.6556830948913,0.20002047895153138
7,1,1.5,4,-1,5,-1,0,455.6556830948913,-0.21383088645001688
7,1,1.5,4,-1,5,0,1,455.6556830948913,0.1380272436876141
7,1,1.5,4,0,5,-1,-1,455.6556830948913,0.16904815881872243
7,1,1.5,4,0,5,0,0,455.6556830948913,-0.21824023460397945
7,1,1.5,4,0,5,1,1,455.6556830948913,0.16904815881872243
7,1,1.5,4,1,5,0,-1,455.6556830948913,0.1380272436876141
7,1,1.5,4,1,5,1,0,455.6556830948913,-0.21383088645001688
7,1,1.5,4,1,5,2,1,455.6556830948913,0.20002047895153138
7,1,1.5,4,2,5,1,-1,455.6556830948913,0.10691544322500844
7,1,1.5,4,2,5,2,0,455.6556830948913,-0.20002047895153138
7,1,1.5,4,2,5,3,1,455.6556830948913,0.230963754732209
7,1,1.5,4,3,5,2,-1,455.6556830948913,0.07560063491796877
7,1,1.5,4,3,5,3,0,455.6556830948913,-0.17459218768318358
7,1,1.5,4,3,5,4,1,455.6556830948913,0.2618882815247754
7,1,1.5,4,4,5,3,-1,455.6556830948913,0.043648046920795894
7,1,1.5,4,4,5,4,0,455.6556830948913,-0.1309441407623877
7,1,1.5,4,4,5,5,1,455.6556830948913,0.2928
